id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
391,b16,0.89,b16,0.88,b16,0.89,b16,c= o-f>0.63
392,b11,0.47,lan,0.2,b11,0.47,b11,c = f>o
393,b17,0.83,zj,0.42,b17,0.83,b17,c not= o-f>0.63
394,b15,0.9,b15,0.53,b15,0.9,b15,c= o-f>0.63
395,b17,0.93,b17,0.88,b17,0.93,b17,c= o-f>0.63
396,b16,0.94,b16,0.71,b16,0.94,b16,c= o-f>0.63
397,b16,0.92,b16,0.45,b16,0.92,b16,c= o-f>0.63
398,b13,0.89,zj,0.53,b13,0.89,b13,c not= o-f>0.63
399,b13,0.8,b13,0.81,b13,0.81,b13,c= o-f>0.63
400,b13,0.89,b13,0.85,b13,0.89,b13,c= o-f>0.63
401,b13,0.81,andy,0.53,b13,0.81,b13,c not= o-f>0.63
402,b17,0.94,b17,0.73,b17,0.94,b17,c= o-f>0.63
403,b17,0.42,b11,0.66,b11,0.66,b15,c not= o-f>0.63
404,b17,0.37,b17,0.58,b17,0.58,b12,c= o-f>0.63
405,b16,0.29,b16,0.19,b16,0.29,b15,o-f<0.63
406,b11,0.79,b11,0.9,b11,0.9,b11,c= o-f>0.63
407,b17,0.93,lan,0.61,b17,0.93,b17,c not= o-f>0.63
408,b11,0.91,b11,0.92,b11,0.92,b11,c= o-f>0.63
409,b17,0.44,b15,0.39,b17,0.44,b15,c not= o-f>0.63
410,lan,0.83,lan,0.86,lan,0.86,lan,c= o-f>0.63
411,zj,0.92,zj,0.93,zj,0.93,zj,c= o-f>0.63
412,b16,0.91,b16,0.9,b16,0.91,b16,c= o-f>0.63
413,b12,0.8,b12,0.53,b12,0.8,b12,c= o-f>0.63
414,b13,0.94,b13,0.91,b13,0.94,b13,c= o-f>0.63
415,b17,0.61,b17,0.75,b17,0.75,b17,c= o-f>0.63
416,zj,0.88,zj,0.75,zj,0.88,zj,c= o-f>0.63
417,zj,0.94,zj,0.93,zj,0.94,zj,c= o-f>0.63
418,zj,0.95,zj,0.9,zj,0.95,zj,c= o-f>0.63
419,b17,0.92,b17,0.93,b17,0.93,b17,c= o-f>0.63
420,b12,0.86,b12,0.92,b12,0.92,b12,c= o-f>0.63
421,b11,0.93,b11,0.95,b11,0.95,b11,c= o-f>0.63
422,b17,0.9,b17,0.91,b17,0.91,b17,c= o-f>0.63
423,trump,0.65,trump,0.9,trump,0.9,trump,c= o-f>0.63
424,b12,0.77,b17,0.66,b12,0.77,b12,c not= o-f>0.63
425,b17,0.82,b17,0.85,b17,0.85,b17,c= o-f>0.63
426,b15,0.62,b15,0.78,b15,0.78,b15,c= o-f>0.63
427,b15,0.83,b15,0.87,b15,0.87,b15,c= o-f>0.63
428,andy,0.63,b13,0.74,b13,0.74,andy,c not= o-f>0.63
429,b15,0.85,b15,0.93,b15,0.93,b15,c= o-f>0.63
430,zj,0.67,b17,0.25,zj,0.67,zj,c = f>o
431,b15,0.9,b15,0.7,b15,0.9,b15,c= o-f>0.63
432,b11,0.79,b11,0.81,b11,0.81,b11,c= o-f>0.63
433,b16,0.73,b16,0.46,b16,0.73,b16,c= o-f>0.63
434,b12,0.44,b17,0.74,b17,0.74,b12,c not= o-f>0.63
435,b17,0.79,b17,0.79,b17,0.79,b17,c= o-f>0.63
436,zj,0.92,zj,0.39,zj,0.92,zj,c= o-f>0.63
437,trump,0.82,trump,0.88,trump,0.88,trump,c= o-f>0.63
438,trump,0.89,trump,0.95,trump,0.95,trump,c= o-f>0.63
439,b12,0.87,b12,0.8,b12,0.87,b12,c= o-f>0.63
440,b11,0.9,b11,0.93,b11,0.93,b11,c= o-f>0.63
441,b17,0.89,b17,0.71,b17,0.89,b17,c= o-f>0.63
442,b15,0.31,b17,0.31,b15,0.31,b15,c not= o-f>0.63
443,b12,0.85,b12,0.89,b12,0.89,b12,c= o-f>0.63
444,zj,0.96,zj,0.75,zj,0.96,zj,c= o-f>0.63
445,trump,0.8,trump,0.89,trump,0.89,trump,c= o-f>0.63
446,b16,0.94,b16,0.93,b16,0.94,b16,c= o-f>0.63
447,trump,0.77,trump,0.89,trump,0.89,trump,c= o-f>0.63
448,b13,0.81,b13,0.43,b13,0.81,b13,c= o-f>0.63
449,b13,0.94,b13,0.57,b13,0.94,b13,c= o-f>0.63
450,b11,0.95,b11,0.76,b11,0.95,b11,c= o-f>0.63
451,b11,0.91,b11,0.91,b11,0.91,b11,c= o-f>0.63
452,b13,0.92,b13,0.82,b13,0.92,b13,c= o-f>0.63
453,b16,0.95,b16,0.89,b16,0.95,b16,c= o-f>0.63
454,b17,0.91,b17,0.88,b17,0.91,b17,c= o-f>0.63
455,b11,0.94,b11,0.94,b11,0.94,b11,c= o-f>0.63
456,b11,0.92,b11,0.84,b11,0.92,b11,c= o-f>0.63
457,b12,0.72,b12,0.77,b12,0.77,b12,c= o-f>0.63
458,andy,0.65,andy,0.77,andy,0.77,andy,c= o-f>0.63
459,b16,0.9,b16,0.92,b16,0.92,b16,c= o-f>0.63
460,lan,0.91,lan,0.49,lan,0.91,lan,c= o-f>0.63
461,b11,0.93,b11,0.97,b11,0.97,b11,c= o-f>0.63
462,b13,0.4,lan,0.3,b13,0.4,b13,c not= o-f>0.63
463,trump,0.93,trump,0.94,trump,0.94,trump,c= o-f>0.63
464,b12,0.94,b12,0.92,b12,0.94,b12,c= o-f>0.63
465,b16,0.67,b17,0.38,b16,0.67,b16,c not= o-f>0.63
466,b12,0.92,b12,0.9,b12,0.92,b12,c= o-f>0.63
467,b15,0.92,b15,0.95,b15,0.95,b15,c= o-f>0.63
468,b17,0.92,b17,0.93,b17,0.93,b17,c= o-f>0.63
469,b17,0.76,b17,0.81,b17,0.81,b17,c= o-f>0.63
470,b16,0.9,b16,0.79,b16,0.9,b16,c= o-f>0.63
471,zj,0.93,zj,0.4,zj,0.93,zj,c= o-f>0.63
472,b12,0.91,b12,0.91,b12,0.91,b12,c= o-f>0.63
473,b15,0.9,b15,0.49,b15,0.9,b15,c= o-f>0.63
474,andy,0.62,andy,0.77,andy,0.77,andy,c= o-f>0.63
475,b17,0.89,b17,0.72,b17,0.89,b17,c= o-f>0.63
476,b11,0.91,b11,0.97,b11,0.97,b11,c= o-f>0.63
477,b11,0.96,b11,0.93,b11,0.96,b11,c= o-f>0.63
478,zj,0.86,zj,0.66,zj,0.86,zj,c= o-f>0.63
479,b11,0.9,b11,0.97,b11,0.97,b11,c= o-f>0.63
480,zj,0.95,zj,0.88,zj,0.95,zj,c= o-f>0.63
481,b17,0.48,b17,0.5,b17,0.5,b12,c= o-f>0.63
482,lan,0.58,lan,0.57,lan,0.58,lan,c= o-f>0.63
483,b15,0.8,b15,0.92,b15,0.92,b15,c= o-f>0.63
484,trump,0.85,trump,0.92,trump,0.92,trump,c= o-f>0.63
485,trump,0.86,trump,0.94,trump,0.94,trump,c= o-f>0.63
486,b17,0.82,b17,0.6,b17,0.82,b17,c= o-f>0.63
487,b13,0.55,b13,0.62,b13,0.62,b13,c= o-f>0.63
488,trump,0.81,trump,0.92,trump,0.92,trump,c= o-f>0.63
489,b15,0.75,b17,0.33,b15,0.75,b15,c not= o-f>0.63
490,b11,0.91,b11,0.83,b11,0.91,b11,c= o-f>0.63
491,b15,0.88,b15,0.51,b15,0.88,b15,c= o-f>0.63
492,lan,0.9,lan,0.83,lan,0.9,lan,c= o-f>0.63
493,lan,0.82,lan,0.61,lan,0.82,lan,c= o-f>0.63
494,zj,0.96,zj,0.86,zj,0.96,zj,c= o-f>0.63
495,trump,0.8,trump,0.93,trump,0.93,trump,c= o-f>0.63
496,zj,0.89,zj,0.97,zj,0.97,zj,c= o-f>0.63
497,andy,0.6,lan,0.55,andy,0.6,andy,c not= o-f>0.63
498,b16,0.94,b16,0.9,b16,0.94,b16,c= o-f>0.63
499,b17,0.82,b17,0.7,b17,0.82,b17,c= o-f>0.63
500,b17,0.42,lan,0.33,b17,0.42,b15,c not= o-f>0.63
501,b16,0.94,b16,0.84,b16,0.94,b16,c= o-f>0.63
502,b11,0.96,b11,0.84,b11,0.96,b11,c= o-f>0.63
503,b11,0.96,b11,0.94,b11,0.96,b11,c= o-f>0.63
504,b11,0.41,b11,0.85,b11,0.85,b11,c= o-f>0.63
505,lan,0.37,lan,0.39,lan,0.39,andy,c= o-f>0.63
506,b11,0.94,b11,0.57,b11,0.94,b11,c= o-f>0.63
507,b13,0.88,b13,0.84,b13,0.88,b13,c= o-f>0.63
508,trump,0.75,trump,0.93,trump,0.93,trump,c= o-f>0.63
509,b17,0.94,b17,0.81,b17,0.94,b17,c= o-f>0.63
510,b12,0.91,b12,0.92,b12,0.92,b12,c= o-f>0.63
511,zj,0.98,zj,0.69,zj,0.98,zj,c= o-f>0.63
512,b13,0.87,b13,0.82,b13,0.87,b13,c= o-f>0.63
513,b11,0.94,b11,0.96,b11,0.96,b11,c= o-f>0.63
514,andy,0.39,lan,0.39,andy,0.39,andy,c not= o-f>0.63
515,b16,0.93,b16,0.89,b16,0.93,b16,c= o-f>0.63
516,b11,0.95,b11,0.94,b11,0.95,b11,c= o-f>0.63
517,b12,0.94,b12,0.93,b12,0.94,b12,c= o-f>0.63
518,b15,0.77,b15,0.61,b15,0.77,b15,c= o-f>0.63
519,b17,0.88,b17,0.88,b17,0.88,b17,c= o-f>0.63
520,b16,0.96,b16,0.88,b16,0.96,b16,c= o-f>0.63
521,andy,0.6,andy,0.54,andy,0.6,andy,c= o-f>0.63
522,b11,0.96,b11,0.74,b11,0.96,b11,c= o-f>0.63
523,zj,0.91,zj,0.98,zj,0.98,zj,c= o-f>0.63
524,b16,0.92,b16,0.91,b16,0.92,b16,c= o-f>0.63
525,b13,0.93,b13,0.94,b13,0.94,b13,c= o-f>0.63
526,b17,0.86,b17,0.88,b17,0.88,b17,c= o-f>0.63
527,b15,0.92,b15,0.89,b15,0.92,b15,c= o-f>0.63
528,b12,0.9,b12,0.8,b12,0.9,b12,c= o-f>0.63
529,b17,0.55,b13,0.5,b17,0.55,b15,c not= o-f>0.63
530,b13,0.37,b13,0.83,b13,0.83,b13,c= o-f>0.63
531,b11,0.95,b11,0.83,b11,0.95,b11,c= o-f>0.63
532,b13,0.85,b13,0.86,b13,0.86,b13,c= o-f>0.63
533,b17,0.9,b17,0.58,b17,0.9,b17,c= o-f>0.63
534,trump,0.97,trump,0.81,trump,0.97,trump,c= o-f>0.63
535,b17,0.91,b17,0.78,b17,0.91,b17,c= o-f>0.63
536,b13,0.85,b13,0.86,b13,0.86,b13,c= o-f>0.63
537,b17,0.94,b17,0.94,b17,0.94,b17,c= o-f>0.63
538,b17,0.94,b17,0.88,b17,0.94,b17,c= o-f>0.63
539,trump,0.92,trump,0.93,trump,0.93,trump,c= o-f>0.63
540,zj,0.96,zj,0.97,zj,0.97,zj,c= o-f>0.63
541,trump,0.83,trump,0.94,trump,0.94,trump,c= o-f>0.63
542,b16,0.91,b16,0.94,b16,0.94,b16,c= o-f>0.63
543,b11,0.85,b11,0.44,b11,0.85,b11,c= o-f>0.63
544,andy,0.76,andy,0.79,andy,0.79,andy,c= o-f>0.63
545,b11,0.94,b11,0.9,b11,0.94,b11,c= o-f>0.63
546,b16,0.94,b16,0.91,b16,0.94,b16,c= o-f>0.63
547,trump,0.94,trump,0.88,trump,0.94,trump,c= o-f>0.63
548,trump,0.87,trump,0.78,trump,0.87,trump,c= o-f>0.63
549,trump,0.86,trump,0.94,trump,0.94,trump,c= o-f>0.63
550,trump,0.87,trump,0.92,trump,0.92,trump,c= o-f>0.63
551,zj,0.96,zj,0.35,zj,0.96,zj,c= o-f>0.63
552,b16,0.86,b16,0.41,b16,0.86,b16,c= o-f>0.63
553,trump,0.37,trump,0.89,trump,0.89,trump,c= o-f>0.63
554,andy,0.76,andy,0.62,andy,0.76,andy,c= o-f>0.63
555,b17,0.54,b11,0.67,b11,0.67,b15,c not= o-f>0.63
556,trump,0.71,trump,0.75,trump,0.75,trump,c= o-f>0.63
557,b17,0.9,b17,0.95,b17,0.95,b17,c= o-f>0.63
558,b15,0.87,b15,0.86,b15,0.87,b15,c= o-f>0.63
559,b17,0.4,lan,0.73,lan,0.73,trump,c not= o-f>0.63
560,b13,0.96,b13,0.86,b13,0.96,b13,c= o-f>0.63
561,b17,0.43,b15,0.7,b15,0.7,b15,c not= o-f>0.63
562,zj,0.94,zj,0.9,zj,0.94,zj,c= o-f>0.63
563,b12,0.91,b12,0.91,b12,0.91,b12,c= o-f>0.63
564,b12,0.84,b16,0.47,b12,0.84,b12,c not= o-f>0.63
565,b15,0.94,b15,0.85,b15,0.94,b15,c= o-f>0.63
566,b16,0.96,b16,0.85,b16,0.96,b16,c= o-f>0.63
567,b15,0.93,b15,0.9,b15,0.93,b15,c= o-f>0.63
568,b13,0.92,b13,0.9,b13,0.92,b13,c= o-f>0.63
569,b16,0.94,b16,0.92,b16,0.94,b16,c= o-f>0.63
570,b17,0.89,trump,0.2,b17,0.89,b17,c = f>o
571,lan,0.57,lan,0.36,lan,0.57,lan,c= o-f>0.63
572,b16,0.92,b16,0.86,b16,0.92,b16,c= o-f>0.63
573,b16,0.95,b16,0.57,b16,0.95,b16,c= o-f>0.63
574,trump,0.56,trump,0.93,trump,0.93,trump,c= o-f>0.63
575,trump,0.7,trump,0.88,trump,0.88,trump,c= o-f>0.63
576,b13,0.96,b13,0.93,b13,0.96,b13,c= o-f>0.63
577,zj,0.93,zj,0.66,zj,0.93,zj,c= o-f>0.63
578,b15,0.93,b15,0.85,b15,0.93,b15,c= o-f>0.63
579,zj,0.95,zj,0.78,zj,0.95,zj,c= o-f>0.63
580,trump,0.91,trump,0.96,trump,0.96,trump,c= o-f>0.63
581,lan,0.75,trump,0.45,lan,0.75,lan,c not= o-f>0.63
582,b13,0.75,b13,0.54,b13,0.75,b13,c= o-f>0.63
583,trump,0.85,trump,0.79,trump,0.85,trump,c= o-f>0.63
584,b11,0.92,b11,0.88,b11,0.92,b11,c= o-f>0.63
585,trump,0.76,trump,0.8,trump,0.8,trump,c= o-f>0.63
586,b13,0.91,b13,0.88,b13,0.91,b13,c= o-f>0.63
587,b13,0.41,lan,0.32,b13,0.41,lan,c not= o-f>0.63
588,andy,0.63,lan,0.44,andy,0.63,andy,c not= o-f>0.63
589,b12,0.75,b12,0.7,b12,0.75,b12,c= o-f>0.63
590,lan,0.43,lan,0.75,lan,0.75,lan,c= o-f>0.63
591,b12,0.9,b12,0.77,b12,0.9,b12,c= o-f>0.63
592,b16,0.77,b17,0.34,b16,0.77,b16,c not= o-f>0.63
593,b17,0.96,b17,0.91,b17,0.96,b17,c= o-f>0.63
594,b12,0.84,b12,0.92,b12,0.92,b12,c= o-f>0.63
595,trump,0.88,trump,0.98,trump,0.98,trump,c= o-f>0.63
596,b17,0.36,b17,0.57,b17,0.57,b12,c= o-f>0.63
597,b12,0.77,zj,0.42,b12,0.77,b12,c not= o-f>0.63
598,b16,0.94,b16,0.85,b16,0.94,b16,c= o-f>0.63
599,b16,0.93,b16,0.89,b16,0.93,b16,c= o-f>0.63
600,trump,0.93,trump,0.27,trump,0.93,trump,c = f>o
601,zj,0.88,lan,0.65,zj,0.88,zj,c not= o-f>0.63
602,b12,0.95,b12,0.93,b12,0.95,b12,c= o-f>0.63
603,b17,0.89,b17,0.82,b17,0.89,b17,c= o-f>0.63
604,b11,0.9,b11,0.9,b11,0.9,b11,c= o-f>0.63
605,b13,0.94,andy,0.55,b13,0.94,b13,c not= o-f>0.63
606,lan,0.79,lan,0.38,lan,0.79,lan,c= o-f>0.63
607,lan,0.82,lan,0.5,lan,0.82,lan,c= o-f>0.63
608,b17,0.88,b17,0.71,b17,0.88,b17,c= o-f>0.63
609,trump,0.52,trump,0.6,trump,0.6,trump,c= o-f>0.63
610,zj,0.97,zj,0.92,zj,0.97,zj,c= o-f>0.63
611,trump,0.68,trump,0.96,trump,0.96,trump,c= o-f>0.63
612,b17,0.43,b17,0.85,b17,0.85,b12,c= o-f>0.63
613,b16,0.89,b16,0.4,b16,0.89,b16,c= o-f>0.63
614,b16,0.9,b16,0.9,b16,0.9,b16,c= o-f>0.63
615,b11,0.56,b11,0.87,b11,0.87,b11,c= o-f>0.63
616,trump,0.85,trump,0.92,trump,0.92,trump,c= o-f>0.63
617,andy,0.71,andy,0.67,andy,0.71,andy,c= o-f>0.63
618,b13,0.93,b13,0.89,b13,0.93,b13,c= o-f>0.63
619,b13,0.95,b13,0.93,b13,0.95,b13,c= o-f>0.63
620,b13,0.92,b13,0.95,b13,0.95,b13,c= o-f>0.63
621,b12,0.74,b17,0.43,b12,0.74,b12,c not= o-f>0.63
622,b15,0.63,b15,0.67,b15,0.67,b15,c= o-f>0.63
623,b16,0.9,b13,0.47,b16,0.9,b16,c not= o-f>0.63
624,b16,0.93,b16,0.88,b16,0.93,b16,c= o-f>0.63
625,b17,0.5,b17,0.59,b17,0.59,b16,c= o-f>0.63
626,lan,0.86,lan,0.77,lan,0.86,lan,c= o-f>0.63
627,b12,0.94,b12,0.92,b12,0.94,b12,c= o-f>0.63
628,b15,0.95,b15,0.97,b15,0.97,b15,c= o-f>0.63
629,b17,0.4,b15,0.68,b15,0.68,b15,c not= o-f>0.63
630,b17,0.95,b17,0.96,b17,0.96,b17,c= o-f>0.63
631,b16,0.89,b17,0.65,b16,0.89,b16,c not= o-f>0.63
632,b15,0.32,b15,0.74,b15,0.74,b15,c= o-f>0.63
633,andy,0.32,lan,0.37,lan,0.37,andy,c not= o-f>0.63
634,lan,0.85,lan,0.88,lan,0.88,lan,c= o-f>0.63
635,trump,0.93,trump,0.98,trump,0.98,trump,c= o-f>0.63
636,b11,0.85,b11,0.83,b11,0.85,b11,c= o-f>0.63
637,trump,0.93,trump,0.75,trump,0.93,trump,c= o-f>0.63
638,lan,0.44,andy,0.47,andy,0.47,andy,c not= o-f>0.63
639,zj,0.97,zj,0.96,zj,0.97,zj,c= o-f>0.63
640,lan,0.77,lan,0.81,lan,0.81,lan,c= o-f>0.63
641,b12,0.87,b12,0.88,b12,0.88,b12,c= o-f>0.63
642,b16,0.95,b16,0.87,b16,0.95,b16,c= o-f>0.63
643,b15,0.9,b15,0.73,b15,0.9,b15,c= o-f>0.63
644,b16,0.93,b16,0.94,b16,0.94,b16,c= o-f>0.63
645,andy,0.8,lan,0.64,andy,0.8,andy,c not= o-f>0.63
646,b17,0.94,b17,0.92,b17,0.94,b17,c= o-f>0.63
647,lan,0.76,lan,0.64,lan,0.76,lan,c= o-f>0.63
648,b15,0.78,b15,0.73,b15,0.78,b15,c= o-f>0.63
649,b11,0.92,b11,0.93,b11,0.93,b11,c= o-f>0.63
650,b13,0.93,b13,0.9,b13,0.93,b13,c= o-f>0.63
651,b16,0.96,b16,0.93,b16,0.96,b16,c= o-f>0.63
652,zj,0.94,zj,0.48,zj,0.94,zj,c= o-f>0.63
653,zj,0.92,zj,0.92,zj,0.92,zj,c= o-f>0.63
654,b12,0.71,b17,0.63,b12,0.71,b12,c not= o-f>0.63
655,trump,0.87,trump,0.98,trump,0.98,trump,c= o-f>0.63
656,trump,0.91,trump,0.93,trump,0.93,trump,c= o-f>0.63
657,andy,0.7,b17,0.24,andy,0.7,andy,c = f>o
658,b17,0.9,b17,0.97,b17,0.97,b17,c= o-f>0.63
659,trump,0.95,trump,0.85,trump,0.95,trump,c= o-f>0.63
660,b17,0.94,b17,0.97,b17,0.97,b17,c= o-f>0.63
661,andy,0.83,andy,0.89,andy,0.89,andy,c= o-f>0.63
662,b16,0.97,b16,0.9,b16,0.97,b16,c= o-f>0.63
663,b11,0.93,b11,0.86,b11,0.93,b11,c= o-f>0.63
664,b17,0.96,b17,0.93,b17,0.96,b17,c= o-f>0.63
665,b15,0.92,b15,0.45,b15,0.92,b15,c= o-f>0.63
666,b16,0.82,b16,0.61,b16,0.82,b16,c= o-f>0.63
667,b12,0.9,b12,0.88,b12,0.9,b12,c= o-f>0.63
668,b13,0.89,b13,0.79,b13,0.89,b13,c= o-f>0.63
669,trump,0.85,trump,0.89,trump,0.89,trump,c= o-f>0.63
670,b12,0.92,b12,0.91,b12,0.92,b12,c= o-f>0.63
671,b13,0.83,b13,0.75,b13,0.83,b13,c= o-f>0.63
672,trump,0.94,trump,0.93,trump,0.94,trump,c= o-f>0.63
673,zj,0.94,zj,0.97,zj,0.97,zj,c= o-f>0.63
674,b13,0.78,b13,0.59,b13,0.78,b13,c= o-f>0.63
675,lan,0.83,lan,0.91,lan,0.91,lan,c= o-f>0.63
676,lan,0.47,zj,0.31,lan,0.47,andy,c not= o-f>0.63
677,trump,0.86,trump,0.69,trump,0.86,trump,c= o-f>0.63
678,zj,0.96,zj,0.93,zj,0.96,zj,c= o-f>0.63
679,b17,0.96,b17,0.98,b17,0.98,b17,c= o-f>0.63
680,lan,0.82,lan,0.89,lan,0.89,lan,c= o-f>0.63
681,b15,0.95,b16,0.74,b15,0.95,b15,c not= o-f>0.63
682,b15,0.88,b15,0.64,b15,0.88,b15,c= o-f>0.63
683,b17,0.89,b17,0.84,b17,0.89,b17,c= o-f>0.63
684,b12,0.94,b12,0.71,b12,0.94,b12,c= o-f>0.63
685,b15,0.63,b11,0.63,b15,0.63,b15,c not= o-f>0.63
686,b17,0.97,b17,0.95,b17,0.97,b17,c= o-f>0.63
687,b17,0.55,b17,0.38,b17,0.55,b15,c= o-f>0.63
688,b15,0.92,b15,0.95,b15,0.95,b15,c= o-f>0.63
689,b13,0.94,lan,0.56,b13,0.94,b13,c not= o-f>0.63
690,b11,0.87,b11,0.94,b11,0.94,b11,c= o-f>0.63
691,b15,0.96,b15,0.94,b15,0.96,b15,c= o-f>0.63
692,b13,0.63,b13,0.75,b13,0.75,b13,c= o-f>0.63
693,lan,0.84,lan,0.54,lan,0.84,lan,c= o-f>0.63
694,trump,0.84,trump,0.93,trump,0.93,trump,c= o-f>0.63
695,b16,0.95,b16,0.92,b16,0.95,b16,c= o-f>0.63
696,zj,0.96,zj,0.97,zj,0.97,zj,c= o-f>0.63
697,b11,0.96,b11,0.7,b11,0.96,b11,c= o-f>0.63
698,b17,0.81,b17,0.87,b17,0.87,b12,c= o-f>0.63
699,b13,0.68,b13,0.7,b13,0.7,b13,c= o-f>0.63
700,trump,0.86,trump,0.87,trump,0.87,trump,c= o-f>0.63
701,b11,0.61,b17,0.45,b11,0.61,b11,c not= o-f>0.63
702,lan,0.95,lan,0.9,lan,0.95,lan,c= o-f>0.63
703,b17,0.91,b17,0.95,b17,0.95,b17,c= o-f>0.63
704,b15,0.93,b15,0.95,b15,0.95,b15,c= o-f>0.63
705,b17,0.84,b17,0.79,b17,0.84,b17,c= o-f>0.63
706,b16,0.97,lan,0.38,b16,0.97,b16,c not= o-f>0.63
707,b15,0.91,b15,0.49,b15,0.91,b15,c= o-f>0.63
708,trump,0.92,trump,0.36,trump,0.92,trump,c= o-f>0.63
709,b11,0.96,b11,0.95,b11,0.96,b11,c= o-f>0.63
710,trump,0.84,trump,0.95,trump,0.95,trump,c= o-f>0.63
711,b13,0.96,b13,0.96,b13,0.96,b13,c= o-f>0.63
712,b13,0.98,b13,0.88,b13,0.98,b13,c= o-f>0.63
713,lan,0.86,lan,0.84,lan,0.86,lan,c= o-f>0.63
714,b15,0.95,b15,0.97,b15,0.97,b15,c= o-f>0.63
715,b15,0.88,b15,0.72,b15,0.88,b15,c= o-f>0.63
716,b12,0.46,b12,0.61,b12,0.61,b12,c= o-f>0.63
717,b16,0.93,b16,0.92,b16,0.93,b16,c= o-f>0.63
718,b17,0.95,b17,0.93,b17,0.95,b17,c= o-f>0.63
719,trump,0.86,trump,0.92,trump,0.92,trump,c= o-f>0.63
720,b15,0.91,b15,0.78,b15,0.91,b15,c= o-f>0.63
721,lan,0.92,lan,0.79,lan,0.92,lan,c= o-f>0.63
722,andy,0.74,andy,0.82,andy,0.82,andy,c= o-f>0.63
723,lan,0.91,lan,0.67,lan,0.91,lan,c= o-f>0.63
724,b16,0.96,b16,0.98,b16,0.98,b16,c= o-f>0.63
725,zj,0.97,zj,0.69,zj,0.97,zj,c= o-f>0.63
726,b16,0.94,b16,0.79,b16,0.94,b16,c= o-f>0.63
727,b17,0.87,b13,0.4,b17,0.87,b17,c not= o-f>0.63
728,andy,0.41,lan,0.35,andy,0.41,andy,c not= o-f>0.63
729,trump,0.93,trump,0.78,trump,0.93,trump,c= o-f>0.63
730,trump,0.96,trump,0.96,trump,0.96,trump,c= o-f>0.63
731,b13,0.92,lan,0.45,b13,0.92,b13,c not= o-f>0.63
732,b11,0.95,b11,0.97,b11,0.97,b11,c= o-f>0.63
733,b17,0.88,b17,0.93,b17,0.93,b17,c= o-f>0.63
734,b15,0.95,b15,0.95,b15,0.95,b15,c= o-f>0.63
735,trump,0.88,trump,0.98,trump,0.98,trump,c= o-f>0.63
736,b17,0.97,b17,0.83,b17,0.97,b17,c= o-f>0.63
737,b12,0.92,b12,0.83,b12,0.92,b12,c= o-f>0.63
738,b12,0.92,b17,0.91,b12,0.92,b12,c not= o-f>0.63
739,b15,0.93,b16,0.55,b15,0.93,b15,c not= o-f>0.63
740,b11,0.96,b11,0.97,b11,0.97,b11,c= o-f>0.63
741,b16,0.94,b16,0.96,b16,0.96,b16,c= o-f>0.63
742,b12,0.46,b17,0.43,b12,0.46,b12,c not= o-f>0.63
743,andy,0.68,andy,0.68,andy,0.68,andy,c= o-f>0.63
744,trump,0.92,trump,0.97,trump,0.97,trump,c= o-f>0.63
745,b12,0.51,b17,0.85,b17,0.85,b12,c not= o-f>0.63
746,zj,0.95,zj,0.95,zj,0.95,zj,c= o-f>0.63
747,b11,0.92,b11,0.98,b11,0.98,b11,c= o-f>0.63
748,b15,0.95,b15,0.95,b15,0.95,b15,c= o-f>0.63
749,b17,0.88,b17,0.95,b17,0.95,b17,c= o-f>0.63
750,b15,0.7,b15,0.62,b15,0.7,b15,c= o-f>0.63
751,trump,0.97,trump,0.94,trump,0.97,trump,c= o-f>0.63
752,lan,0.94,lan,0.93,lan,0.94,lan,c= o-f>0.63
753,andy,0.35,andy,0.54,andy,0.54,andy,c= o-f>0.63
754,b15,0.97,b15,0.98,b15,0.98,b15,c= o-f>0.63
755,b16,0.94,b16,0.9,b16,0.94,b16,c= o-f>0.63
756,trump,0.92,trump,0.97,trump,0.97,trump,c= o-f>0.63
757,b16,0.97,b16,0.93,b16,0.97,b16,c= o-f>0.63
758,b17,0.91,b17,0.84,b17,0.91,b17,c= o-f>0.63
759,b13,0.73,b13,0.22,b13,0.73,b13,c = f>o
760,b11,0.64,b17,0.36,b11,0.64,b11,c not= o-f>0.63
761,zj,0.98,zj,0.92,zj,0.98,zj,c= o-f>0.63
762,trump,0.92,b15,0.39,trump,0.92,trump,c not= o-f>0.63
763,b17,0.96,b17,0.95,b17,0.96,b17,c= o-f>0.63
764,andy,0.79,b13,0.53,andy,0.79,andy,c not= o-f>0.63
765,b13,0.96,b13,0.94,b13,0.96,b13,c= o-f>0.63
766,trump,0.79,trump,0.79,trump,0.79,trump,c= o-f>0.63
767,b11,0.97,b11,0.96,b11,0.97,b11,c= o-f>0.63
768,b13,0.93,b13,0.97,b13,0.97,b13,c= o-f>0.63
769,b12,0.93,b12,0.92,b12,0.93,b12,c= o-f>0.63
770,lan,0.83,lan,0.87,lan,0.87,lan,c= o-f>0.63
771,b16,0.95,b16,0.94,b16,0.95,b16,c= o-f>0.63
772,b17,0.94,b17,0.92,b17,0.94,b17,c= o-f>0.63
773,b13,0.92,b13,0.85,b13,0.92,b13,c= o-f>0.63
774,b15,0.96,b15,0.82,b15,0.96,b15,c= o-f>0.63
775,trump,0.91,trump,0.97,trump,0.97,trump,c= o-f>0.63
776,zj,0.96,zj,0.96,zj,0.96,zj,c= o-f>0.63
