id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
389,b27,0.59,b27,0.97,b27,0.59,b27,c= o-f>0.63
390,b20,0.55,b20,0.42,b20,0.55,b20,c= o-f>0.63
391,b25,0.88,b25,0.95,b25,0.88,b25,c= o-f>0.63
392,b24,0.42,b24,0.63,b24,0.42,b24,c= o-f>0.63
393,b15,0.6,b15,0.3,b15,0.6,b15,c= o-f>0.63
394,b26,0.26,b20,0.41,b26,0.26,b20,c= o-f>0.63
395,b25,0.7,b25,0.93,b25,0.7,b25,c= o-f>0.63
396,b24,0.74,b24,0.92,b24,0.74,b24,c= o-f>0.63
397,b20,0.33,b20,0.6,b20,0.33,b20,c= o-f>0.63
398,b23,0.8,b23,0.86,b23,0.8,b23,c= o-f>0.63
399,b22,0.58,b22,0.91,b22,0.58,b22,c= o-f>0.63
400,b25,0.61,b25,0.82,b25,0.61,b25,c= o-f>0.63
401,b25,0.53,b26,0.3,b25,0.53,b18,c= o-f>0.63
402,trump,0.42,trump,0.96,trump,0.42,trump,c= o-f>0.63
403,b25,0.63,b25,0.88,b25,0.63,b25,c= o-f>0.63
404,andy,0.29,b24,0.22,andy,0.29,lan,c= o-f>0.63
405,b11,0.79,b11,0.98,b11,0.79,b11,c= o-f>0.63
406,andy,0.66,b26,0.35,andy,0.66,andy,c= o-f>0.63
407,b25,0.83,b25,0.98,b25,0.83,b25,c= o-f>0.63
408,b18,0.6,b18,0.79,b18,0.6,b18,c= o-f>0.63
409,b22,0.21,lan,0.5,b22,0.21,andy,o-f<0.63
410,b20,0.53,b20,0.97,b20,0.53,b20,c= o-f>0.63
411,zj,0.89,zj,0.98,zj,0.89,zj,c= o-f>0.63
412,b27,0.64,b27,0.8,b27,0.64,b27,c= o-f>0.63
413,b22,0.66,b13,0.76,b22,0.66,b13,c= o-f>0.63
414,b19,0.32,lan,0.41,b19,0.32,b21,c= o-f>0.63
415,andy,0.33,lan,0.9,andy,0.33,lan,c= o-f>0.63
416,b27,0.29,b27,0.87,b27,0.29,b27,c= o-f>0.63
417,b12,0.69,b12,0.94,b12,0.69,b12,c= o-f>0.63
418,b17,0.69,b17,0.95,b17,0.69,b17,c= o-f>0.63
419,zj,0.82,b27,0.52,zj,0.82,zj,c= o-f>0.63
420,b12,0.6,b12,0.82,b12,0.6,b12,c= o-f>0.63
421,zj,0.88,zj,0.85,zj,0.88,zj,c= o-f>0.63
422,b26,0.79,b26,0.89,b26,0.79,b26,c= o-f>0.63
423,b26,0.26,b24,0.4,b26,0.26,b18,c= o-f>0.63
424,b13,0.74,b13,0.92,b13,0.74,b13,c= o-f>0.63
425,b15,0.55,b15,0.97,b15,0.55,b15,c= o-f>0.63
426,b25,0.84,b26,0.28,b25,0.84,b25,c= o-f>0.63
427,b24,0.46,b24,0.66,b24,0.46,b24,c= o-f>0.63
428,b23,0.82,b23,0.95,b23,0.82,b23,c= o-f>0.63
429,b19,0.59,b19,0.95,b19,0.59,b19,c= o-f>0.63
430,b11,0.78,b11,0.93,b11,0.78,b11,c= o-f>0.63
431,b17,0.66,b17,0.98,b17,0.66,b17,c= o-f>0.63
432,b19,0.53,b19,0.8,b19,0.53,b19,c= o-f>0.63
433,andy,0.29,lan,0.91,andy,0.29,lan,c= o-f>0.63
434,b12,0.25,b12,0.52,b12,0.25,b12,c= o-f>0.63
435,b26,0.23,b19,0.77,b26,0.23,b19,o-f<0.63
436,b26,0.72,b26,0.41,b26,0.72,b26,c= o-f>0.63
437,b24,0.41,b24,0.6,b24,0.41,b24,c= o-f>0.63
438,b26,0.81,b26,0.92,b26,0.81,b26,c= o-f>0.63
439,b25,0.82,b25,0.97,b25,0.82,b25,c= o-f>0.63
440,b17,0.75,b18,0.8,b17,0.75,b17,c= o-f>0.63
441,andy,0.35,lan,0.86,andy,0.35,lan,c= o-f>0.63
442,b21,0.34,b21,0.96,b21,0.34,b21,c= o-f>0.63
443,b25,0.23,b12,0.55,b25,0.23,b12,o-f<0.63
444,andy,0.58,andy,0.59,andy,0.58,andy,c= o-f>0.63
445,b21,0.56,b21,0.96,b21,0.56,b21,c= o-f>0.63
446,b25,0.88,b25,0.86,b25,0.88,b25,c= o-f>0.63
447,zj,0.67,zj,0.88,zj,0.67,zj,c= o-f>0.63
448,b23,0.54,b24,0.49,b23,0.54,b23,c= o-f>0.63
449,b23,0.51,b25,0.37,b23,0.51,b23,c= o-f>0.63
450,b15,0.73,b15,0.43,b15,0.73,b15,c= o-f>0.63
451,b21,0.41,b21,0.64,b21,0.41,b21,c= o-f>0.63
452,b18,0.39,b25,0.63,b18,0.39,b24,c= o-f>0.63
453,b20,0.58,b20,0.94,b20,0.58,b20,c= o-f>0.63
454,b25,0.83,b25,0.91,b25,0.83,b25,c= o-f>0.63
455,b23,0.7,b23,0.77,b23,0.7,b23,c= o-f>0.63
456,b18,0.81,b18,0.9,b18,0.81,b18,c= o-f>0.63
457,b26,0.56,b11,0.5,b26,0.56,b26,c= o-f>0.63
458,b16,0.73,b16,0.96,b16,0.73,b16,c= o-f>0.63
459,b17,0.75,b17,0.83,b17,0.75,b17,c= o-f>0.63
460,andy,0.69,lan,0.83,andy,0.69,lan,c= o-f>0.63
461,b22,0.73,b22,0.95,b22,0.73,b22,c= o-f>0.63
462,b16,0.62,b16,0.82,b16,0.62,b16,c= o-f>0.63
463,b12,0.71,b12,0.94,b12,0.71,b12,c= o-f>0.63
464,b18,0.52,b22,0.84,b18,0.52,b18,c= o-f>0.63
465,b18,0.33,b25,0.33,b18,0.33,b24,c= o-f>0.63
466,b13,0.58,b13,0.63,b13,0.58,b13,c= o-f>0.63
467,b12,0.68,b12,0.86,b12,0.68,b12,c= o-f>0.63
468,andy,0.49,lan,0.42,andy,0.49,lan,c= o-f>0.63
469,b18,0.69,b18,0.63,b18,0.69,b18,c= o-f>0.63
470,b16,0.54,b16,0.91,b16,0.54,b16,c= o-f>0.63
471,b23,0.62,b23,0.92,b23,0.62,b23,c= o-f>0.63
472,b26,0.62,b26,0.78,b26,0.62,b26,c= o-f>0.63
473,b17,0.68,b23,0.32,b17,0.68,b17,c= o-f>0.63
474,andy,0.59,lan,0.97,andy,0.59,lan,c= o-f>0.63
475,b16,0.62,b16,0.94,b16,0.62,b16,c= o-f>0.63
476,b18,0.38,b22,0.9,b18,0.38,b18,c= o-f>0.63
477,b22,0.75,b26,0.32,b22,0.75,trump,c= o-f>0.63
478,andy,0.52,lan,0.32,andy,0.52,zj,c= o-f>0.63
479,b11,0.6,b11,0.74,b11,0.6,b11,c= o-f>0.63
480,b22,0.56,b13,0.72,b22,0.56,b13,c= o-f>0.63
481,b16,0.53,b26,0.47,b16,0.53,b16,c= o-f>0.63
482,andy,0.45,lan,0.89,andy,0.45,lan,c= o-f>0.63
483,b27,0.64,b27,0.85,b27,0.64,b27,c= o-f>0.63
484,b16,0.65,b16,0.5,b16,0.65,b16,c= o-f>0.63
485,b18,0.8,b18,0.67,b18,0.8,b18,c= o-f>0.63
486,b15,0.68,b15,0.92,b15,0.68,b15,c= o-f>0.63
487,trump,0.67,trump,0.42,trump,0.67,trump,c= o-f>0.63
488,b20,0.72,b20,0.86,b20,0.72,b20,c= o-f>0.63
489,andy,0.79,lan,0.96,andy,0.79,lan,c= o-f>0.63
490,b17,0.31,b24,0.57,b17,0.31,b17,c= o-f>0.63
491,b11,0.35,b26,0.6,b11,0.35,b11,c= o-f>0.63
492,b23,0.85,b23,0.96,b23,0.85,b23,c= o-f>0.63
493,b26,0.48,b15,0.23,b26,0.48,b26,c= o-f>0.63
494,b17,0.74,b17,0.94,b17,0.74,b17,c= o-f>0.63
495,andy,0.56,b13,0.35,andy,0.56,andy,c= o-f>0.63
496,andy,0.82,b13,0.5,andy,0.82,andy,c= o-f>0.63
497,b20,0.5,b20,0.94,b20,0.5,b20,c= o-f>0.63
498,b11,0.73,b11,0.97,b11,0.73,b11,c= o-f>0.63
499,b25,0.91,b25,0.97,b25,0.91,b25,c= o-f>0.63
500,b24,0.32,b24,0.87,b24,0.32,b24,c= o-f>0.63
501,b11,0.86,b11,0.98,b11,0.86,b11,c= o-f>0.63
502,b23,0.26,b18,0.72,b23,0.26,b17,o-f<0.63
503,b12,0.74,b12,0.9,b12,0.74,b12,c= o-f>0.63
504,b18,0.63,b18,0.66,b18,0.63,b18,c= o-f>0.63
505,b25,0.78,b25,0.96,b25,0.78,b25,c= o-f>0.63
506,b26,0.66,b26,0.56,b26,0.66,b26,c= o-f>0.63
507,b22,0.89,b22,0.95,b22,0.89,b22,c= o-f>0.63
508,b16,0.79,b16,0.88,b16,0.79,b16,c= o-f>0.63
509,b18,0.38,b18,0.82,b18,0.38,b18,o-f<0.63
510,b19,0.23,lan,0.37,b19,0.23,b21,o-f<0.63
511,b17,0.73,b17,0.83,b17,0.73,b17,c= o-f>0.63
512,andy,0.75,lan,0.77,andy,0.75,lan,c= o-f>0.63
513,b16,0.77,b16,0.96,b16,0.77,b16,c= o-f>0.63
514,b23,0.76,b23,0.94,b23,0.76,b23,c= o-f>0.63
515,b25,0.92,b25,0.93,b25,0.92,b25,c= o-f>0.63
516,b22,0.38,b21,0.64,b22,0.38,b21,o-f<0.63
517,b11,0.78,b11,0.64,b11,0.78,b11,c= o-f>0.63
518,b26,0.63,b26,0.44,b26,0.63,b26,c= o-f>0.63
519,b25,0.59,b26,0.34,b25,0.59,b25,c= o-f>0.63
520,b22,0.14,zj,0.29,b22,0.14,lan,o-f<0.63
521,zj,0.88,zj,0.87,zj,0.88,zj,c= o-f>0.63
522,b18,0.26,b18,0.21,b18,0.26,b18,o-f<0.63
523,b18,0.57,b18,0.83,b18,0.57,b18,c= o-f>0.63
524,trump,0.46,trump,0.86,trump,0.46,trump,c= o-f>0.63
525,zj,0.9,zj,0.97,zj,0.9,zj,c= o-f>0.63
526,b25,0.85,b25,0.78,b25,0.85,b25,c= o-f>0.63
527,b24,0.8,b24,0.93,b24,0.8,b24,c= o-f>0.63
528,b27,0.64,b27,0.97,b27,0.64,b27,c= o-f>0.63
529,b22,0.87,b22,0.91,b22,0.87,b22,c= o-f>0.63
530,b19,0.53,b19,0.77,b19,0.53,b19,c= o-f>0.63
531,b24,0.62,b24,0.92,b24,0.62,b24,c= o-f>0.63
532,b25,0.25,b26,0.33,b25,0.25,b21,o-f<0.63
533,andy,0.68,b17,0.21,andy,0.68,andy,c= o-f>0.63
534,b11,0.53,b11,0.71,b11,0.53,b11,c= o-f>0.63
535,b17,0.85,b17,0.96,b17,0.85,b17,c= o-f>0.63
536,trump,0.25,trump,0.97,trump,0.25,trump,o-f<0.63
537,trump,0.46,trump,0.95,trump,0.46,trump,c= o-f>0.63
538,b13,0.71,b13,0.92,b13,0.71,b13,c= o-f>0.63
539,trump,0.41,trump,0.33,trump,0.41,trump,o-f<0.63
540,trump,0.62,trump,0.97,trump,0.62,trump,c= o-f>0.63
541,b12,0.73,b12,0.81,b12,0.73,b12,c= o-f>0.63
542,b15,0.59,b15,0.93,b15,0.59,b15,c= o-f>0.63
543,b27,0.68,b27,0.97,b27,0.68,b27,c= o-f>0.63
544,b27,0.62,b27,0.99,b27,0.62,b27,c= o-f>0.63
545,b19,0.37,b23,0.36,b19,0.37,b19,o-f<0.63
546,trump,0.63,trump,0.75,trump,0.63,trump,c= o-f>0.63
547,b18,0.35,b13,0.71,b18,0.35,b18,o-f<0.63
548,b26,0.51,b20,0.64,b26,0.51,b20,c= o-f>0.63
549,b19,0.22,b16,0.61,b19,0.22,b20,o-f<0.63
550,b18,0.71,b18,0.66,b18,0.71,b18,c= o-f>0.63
551,b22,0.74,b22,0.92,b22,0.74,b22,c= o-f>0.63
552,b22,0.29,b13,0.51,b22,0.29,b20,o-f<0.63
553,b19,0.74,b19,0.84,b19,0.74,b19,c= o-f>0.63
554,b25,0.85,b25,0.91,b25,0.85,b25,c= o-f>0.63
555,b11,0.85,b11,0.71,b11,0.85,b11,c= o-f>0.63
556,b27,0.39,b22,0.36,b27,0.39,b27,o-f<0.63
557,b13,0.73,b13,0.83,b13,0.73,b13,c= o-f>0.63
558,andy,0.75,lan,0.86,andy,0.75,lan,c= o-f>0.63
559,b22,0.25,b27,0.39,b22,0.25,zj,o-f<0.63
560,b22,0.89,b22,0.83,b22,0.89,b22,c= o-f>0.63
561,trump,0.63,trump,0.98,trump,0.63,trump,c= o-f>0.63
562,b12,0.5,b12,0.83,b12,0.5,b12,c= o-f>0.63
563,b12,0.33,b18,0.54,b12,0.33,b12,o-f<0.63
564,zj,0.81,zj,0.76,zj,0.81,zj,c= o-f>0.63
565,b20,0.69,b20,0.93,b20,0.69,b20,c= o-f>0.63
566,andy,0.68,b27,0.85,andy,0.68,lan,c= o-f>0.63
567,b22,0.36,b15,0.29,b22,0.36,b26,o-f<0.63
568,andy,0.77,lan,0.98,andy,0.77,lan,c= o-f>0.63
569,b16,0.87,b16,0.97,b16,0.87,b16,c= o-f>0.63
570,b19,0.24,b11,0.57,b19,0.24,b19,o-f<0.63
571,andy,0.62,lan,0.81,andy,0.62,lan,c= o-f>0.63
572,b12,0.78,b12,0.93,b12,0.78,b12,c= o-f>0.63
573,b20,0.6,b20,0.96,b20,0.6,b20,c= o-f>0.63
574,b18,0.7,b18,0.91,b18,0.7,b18,c= o-f>0.63
575,b11,0.83,b11,0.63,b11,0.83,b11,c= o-f>0.63
576,b12,0.72,b12,0.91,b12,0.72,b12,c= o-f>0.63
577,b21,0.27,b21,0.54,b21,0.27,b21,o-f<0.63
578,b25,0.68,b25,0.88,b25,0.68,b25,c= o-f>0.63
579,b19,0.47,b19,0.34,b19,0.47,b19,c= o-f>0.63
580,b16,0.74,b16,0.95,b16,0.74,b16,c= o-f>0.63
581,trump,0.61,trump,0.91,trump,0.61,trump,c= o-f>0.63
582,b17,0.84,b17,0.91,b17,0.84,b17,c= o-f>0.63
583,andy,0.55,lan,0.88,andy,0.55,lan,c= o-f>0.63
584,b18,0.78,b18,0.79,b18,0.78,b18,c= o-f>0.63
585,b23,0.81,b23,0.97,b23,0.81,b23,c= o-f>0.63
586,trump,0.5,trump,0.96,trump,0.5,trump,c= o-f>0.63
587,b13,0.59,b13,0.92,b13,0.59,b13,c= o-f>0.63
588,b26,0.71,b26,0.69,b26,0.71,b26,c= o-f>0.63
589,b23,0.87,b23,0.98,b23,0.87,b23,c= o-f>0.63
590,b26,0.89,b26,0.47,b26,0.89,b26,c= o-f>0.63
591,b23,0.81,b23,0.89,b23,0.81,b23,c= o-f>0.63
592,b24,0.46,b26,0.47,b24,0.46,b24,c= o-f>0.63
593,b24,0.78,b24,0.9,b24,0.78,b24,c= o-f>0.63
594,b18,0.69,b18,0.36,b18,0.69,b18,c= o-f>0.63
595,b15,0.78,b15,0.88,b15,0.78,b15,c= o-f>0.63
596,andy,0.67,lan,0.94,andy,0.67,lan,c= o-f>0.63
597,b23,0.79,b23,0.54,b23,0.79,b23,c= o-f>0.63
598,b26,0.6,b26,0.89,b26,0.6,b26,c= o-f>0.63
599,b23,0.87,b23,0.98,b23,0.87,b23,c= o-f>0.63
600,b17,0.78,b17,0.94,b17,0.78,b17,c= o-f>0.63
601,b11,0.84,b26,0.32,b11,0.84,b11,c= o-f>0.63
602,b25,0.5,b25,0.36,b25,0.5,b25,c= o-f>0.63
603,b24,0.82,b24,0.88,b24,0.82,b24,c= o-f>0.63
604,b27,0.52,b27,0.97,b27,0.52,b27,c= o-f>0.63
605,trump,0.4,trump,0.95,trump,0.4,trump,o-f<0.63
606,b26,0.72,b26,0.62,b26,0.72,b26,c= o-f>0.63
607,b22,0.85,b22,0.93,b22,0.85,b22,c= o-f>0.63
608,trump,0.62,trump,0.96,trump,0.62,trump,c= o-f>0.63
609,b19,0.54,b18,0.44,b19,0.54,b19,c= o-f>0.63
610,b22,0.28,b26,0.4,b22,0.28,b18,o-f<0.63
611,zj,0.91,zj,0.9,zj,0.91,zj,c= o-f>0.63
612,b11,0.74,b11,0.97,b11,0.74,b11,c= o-f>0.63
613,b20,0.55,b20,0.72,b20,0.55,b20,c= o-f>0.63
614,b22,0.85,b22,0.98,b22,0.85,b22,c= o-f>0.63
615,b26,0.84,b26,0.63,b26,0.84,b26,c= o-f>0.63
616,b24,0.72,b24,0.92,b24,0.72,b24,c= o-f>0.63
617,b27,0.57,b27,0.73,b27,0.57,b27,c= o-f>0.63
618,b26,0.66,b15,0.34,b26,0.66,b26,c= o-f>0.63
619,b23,0.9,b23,0.95,b23,0.9,b23,c= o-f>0.63
620,andy,0.71,lan,0.3,andy,0.71,andy,c= o-f>0.63
621,b19,0.7,b19,0.95,b19,0.7,b19,c= o-f>0.63
622,b16,0.73,b16,0.9,b16,0.73,b16,c= o-f>0.63
623,b18,0.43,b18,0.7,b18,0.43,b18,o-f<0.63
624,b15,0.77,b15,0.47,b15,0.77,b15,c= o-f>0.63
625,b25,0.68,b25,0.51,b25,0.68,b25,c= o-f>0.63
626,b17,0.6,b17,0.83,b17,0.6,b17,c= o-f>0.63
627,b17,0.87,b17,0.97,b17,0.87,b17,c= o-f>0.63
628,b27,0.74,b27,0.83,b27,0.74,b27,c= o-f>0.63
629,b23,0.82,b23,0.93,b23,0.82,b23,c= o-f>0.63
630,b16,0.84,b16,0.93,b16,0.84,b16,c= o-f>0.63
631,trump,0.72,trump,0.96,trump,0.72,trump,c= o-f>0.63
632,b19,0.32,b12,0.22,b19,0.32,b19,o-f<0.63
633,trump,0.38,trump,0.84,trump,0.38,trump,o-f<0.63
634,b26,0.8,b26,0.66,b26,0.8,b26,c= o-f>0.63
635,b26,0.24,b21,0.42,b26,0.24,b20,o-f<0.63
636,b18,0.92,b18,0.92,b18,0.92,b18,c= o-f>0.63
637,b15,0.77,b15,0.98,b15,0.77,b15,c= o-f>0.63
638,b26,0.74,b26,0.95,b26,0.74,b26,c= o-f>0.63
639,b20,0.42,b20,0.89,b20,0.42,b20,o-f<0.63
640,b23,0.76,b26,0.49,b23,0.76,b23,c= o-f>0.63
641,trump,0.34,trump,0.79,trump,0.34,trump,o-f<0.63
642,b15,0.74,b15,0.82,b15,0.74,b15,c= o-f>0.63
643,b24,0.56,b24,0.97,b24,0.56,b24,c= o-f>0.63
644,b18,0.7,b18,0.85,b18,0.7,b18,c= o-f>0.63
645,b26,0.6,b26,0.4,b26,0.6,b26,c= o-f>0.63
646,b21,0.47,b21,0.49,b21,0.47,b21,c= o-f>0.63
647,trump,0.76,trump,0.94,trump,0.76,trump,c= o-f>0.63
648,b27,0.52,b27,0.85,b27,0.52,b27,c= o-f>0.63
649,zj,0.87,zj,0.92,zj,0.87,zj,c= o-f>0.63
650,b23,0.81,b26,0.43,b23,0.81,b23,c= o-f>0.63
651,b11,0.32,b11,0.94,b11,0.32,b11,o-f<0.63
652,b19,0.86,b19,0.63,b19,0.86,b19,c= o-f>0.63
653,b18,0.58,b18,0.71,b18,0.58,b18,c= o-f>0.63
654,zj,0.48,b22,0.32,zj,0.48,zj,c= o-f>0.63
655,b26,0.78,b26,0.88,b26,0.78,b26,c= o-f>0.63
656,b22,0.79,b22,0.91,b22,0.79,b22,c= o-f>0.63
657,b22,0.74,b22,0.91,b22,0.74,b22,c= o-f>0.63
658,andy,0.77,lan,0.87,andy,0.77,lan,c= o-f>0.63
659,b19,0.69,b19,0.96,b19,0.69,b19,c= o-f>0.63
660,b21,0.64,b21,0.71,b21,0.64,b21,c= o-f>0.63
661,b11,0.37,b11,0.88,b11,0.37,b11,o-f<0.63
662,b13,0.77,b13,0.91,b13,0.77,b13,c= o-f>0.63
663,b25,0.85,b25,0.5,b25,0.85,b25,c= o-f>0.63
664,b18,0.72,b18,0.7,b18,0.72,b18,c= o-f>0.63
665,b23,0.85,b23,0.49,b23,0.85,b23,c= o-f>0.63
666,b11,0.82,b11,0.98,b11,0.82,b11,c= o-f>0.63
667,zj,0.88,zj,0.93,zj,0.88,zj,c= o-f>0.63
668,b20,0.62,b20,0.76,b20,0.62,b20,c= o-f>0.63
669,b18,0.9,b18,0.61,b18,0.9,b18,c= o-f>0.63
670,b12,0.72,b12,0.92,b12,0.72,b12,c= o-f>0.63
671,b27,0.66,b27,0.98,b27,0.66,b27,c= o-f>0.63
672,b17,0.8,b17,0.99,b17,0.8,b17,c= o-f>0.63
673,trump,0.76,trump,0.98,trump,0.76,trump,c= o-f>0.63
674,zj,0.92,zj,0.9,zj,0.92,zj,c= o-f>0.63
675,b20,0.42,b20,0.8,b20,0.42,b20,o-f<0.63
676,b18,0.88,b18,0.91,b18,0.88,b18,c= o-f>0.63
677,b22,0.86,b22,0.96,b22,0.86,b22,c= o-f>0.63
678,b18,0.88,b13,0.28,b18,0.88,b18,c= o-f>0.63
679,b25,0.52,b25,0.65,b25,0.52,b25,c= o-f>0.63
680,b25,0.59,b25,0.93,b25,0.59,b25,c= o-f>0.63
681,b27,0.6,b27,0.94,b27,0.6,b27,c= o-f>0.63
682,b16,0.43,b19,0.32,b16,0.43,b16,o-f<0.63
683,b16,0.79,b16,0.9,b16,0.79,b16,c= o-f>0.63
684,b24,0.56,b24,0.58,b24,0.56,b24,c= o-f>0.63
685,b24,0.71,b24,0.87,b24,0.71,b24,c= o-f>0.63
686,b23,0.62,b23,0.56,b23,0.62,b23,c= o-f>0.63
687,b22,0.78,b22,0.87,b22,0.78,b22,c= o-f>0.63
688,b22,0.51,zj,0.37,b22,0.51,b22,c= o-f>0.63
689,b25,0.28,b26,0.31,b25,0.28,b21,o-f<0.63
690,zj,0.94,zj,0.49,zj,0.94,zj,c= o-f>0.63
691,trump,0.71,trump,0.86,trump,0.71,trump,c= o-f>0.63
692,b15,0.84,b15,0.93,b15,0.84,b15,c= o-f>0.63
693,b19,0.55,b19,0.82,b19,0.55,b19,c= o-f>0.63
694,b23,0.6,b11,0.69,b23,0.6,b23,c= o-f>0.63
695,b20,0.83,b20,0.97,b20,0.83,b20,c= o-f>0.63
696,b13,0.74,b13,0.5,b13,0.74,b13,c= o-f>0.63
697,b26,0.75,b26,0.89,b26,0.75,b26,c= o-f>0.63
698,b22,0.88,b22,0.96,b22,0.88,b22,c= o-f>0.63
699,b22,0.83,b22,0.94,b22,0.83,b22,c= o-f>0.63
700,b18,0.43,b17,0.26,b18,0.43,b18,o-f<0.63
701,b19,0.71,b19,0.82,b19,0.71,b19,c= o-f>0.63
702,zj,0.9,zj,0.79,zj,0.9,zj,c= o-f>0.63
703,b24,0.49,b24,0.78,b24,0.49,b24,c= o-f>0.63
704,b22,0.26,b22,0.47,b22,0.26,b19,o-f<0.63
705,b27,0.78,b27,0.97,b27,0.78,b27,c= o-f>0.63
706,zj,0.36,b27,0.73,zj,0.36,b27,o-f<0.63
707,b25,0.35,b24,0.28,b25,0.35,b12,o-f<0.63
708,b16,0.83,b16,0.95,b16,0.83,b16,c= o-f>0.63
709,b27,0.76,b27,0.29,b27,0.76,b27,c= o-f>0.63
710,b19,0.86,b19,0.94,b19,0.86,b19,c= o-f>0.63
711,b22,0.89,b22,0.97,b22,0.89,b22,c= o-f>0.63
712,b11,0.71,b11,0.95,b11,0.71,b11,c= o-f>0.63
713,b23,0.83,b23,0.99,b23,0.83,b23,c= o-f>0.63
714,b12,0.79,b12,0.9,b12,0.79,b12,c= o-f>0.63
715,b23,0.87,b23,0.99,b23,0.87,b23,c= o-f>0.63
716,b22,0.3,b15,0.29,b22,0.3,b15,o-f<0.63
717,b21,0.74,b21,0.93,b21,0.74,b21,c= o-f>0.63
718,andy,0.86,lan,0.84,andy,0.86,lan,c= o-f>0.63
719,b26,0.72,b18,0.47,b26,0.72,b26,c= o-f>0.63
720,b20,0.65,b20,0.89,b20,0.65,b20,c= o-f>0.63
721,b11,0.82,b11,0.96,b11,0.82,b11,c= o-f>0.63
722,b26,0.77,b26,0.93,b26,0.77,b26,c= o-f>0.63
723,b19,0.27,b21,0.39,b19,0.27,b21,o-f<0.63
724,b23,0.76,b23,0.97,b23,0.76,b23,c= o-f>0.63
725,b22,0.7,b15,0.81,b22,0.7,b15,c= o-f>0.63
726,b24,0.8,b24,0.96,b24,0.8,b24,c= o-f>0.63
727,andy,0.66,lan,0.97,andy,0.66,lan,c= o-f>0.63
728,trump,0.7,trump,0.96,trump,0.7,trump,c= o-f>0.63
729,b23,0.86,b23,0.93,b23,0.86,b23,c= o-f>0.63
730,andy,0.75,lan,0.65,andy,0.75,lan,c= o-f>0.63
731,b11,0.85,b11,0.95,b11,0.85,b11,c= o-f>0.63
732,b24,0.47,b18,0.36,b24,0.47,b24,c= o-f>0.63
733,b19,0.24,b21,0.93,b19,0.24,b21,o-f<0.63
734,b27,0.74,b27,0.95,b27,0.74,b27,c= o-f>0.63
735,b20,0.76,b20,0.98,b20,0.76,b20,c= o-f>0.63
736,b15,0.31,b15,0.91,b15,0.31,b15,o-f<0.63
737,b15,0.56,b15,0.4,b15,0.56,b15,c= o-f>0.63
738,b22,0.62,b26,0.47,b22,0.62,b21,c= o-f>0.63
739,andy,0.78,andy,0.52,andy,0.78,andy,c= o-f>0.63
740,trump,0.84,trump,0.94,trump,0.84,trump,c= o-f>0.63
741,b24,0.63,b24,0.84,b24,0.63,b24,c= o-f>0.63
742,b12,0.81,b12,0.91,b12,0.81,b12,c= o-f>0.63
743,b22,0.88,b22,0.97,b22,0.88,b22,c= o-f>0.63
744,b19,0.59,b12,0.3,b19,0.59,b19,c= o-f>0.63
745,b13,0.65,b13,0.91,b13,0.65,b13,c= o-f>0.63
746,andy,0.68,lan,0.98,andy,0.68,lan,c= o-f>0.63
747,b19,0.61,b26,0.39,b19,0.61,b19,c= o-f>0.63
748,b23,0.7,b18,0.47,b23,0.7,b23,c= o-f>0.63
749,b25,0.3,b19,0.3,b25,0.3,b17,o-f<0.63
750,b13,0.77,b13,0.9,b13,0.77,b13,c= o-f>0.63
751,b16,0.86,b16,0.88,b16,0.86,b16,c= o-f>0.63
752,b16,0.43,b16,0.39,b16,0.43,b16,o-f<0.63
753,b19,0.34,b21,0.32,b19,0.34,b21,o-f<0.63
754,b15,0.83,b15,0.92,b15,0.83,b15,c= o-f>0.63
755,trump,0.53,trump,0.87,trump,0.53,trump,c= o-f>0.63
756,b11,0.85,b11,0.94,b11,0.85,b11,c= o-f>0.63
757,b18,0.88,b18,0.52,b18,0.88,b18,c= o-f>0.63
758,trump,0.66,trump,0.96,trump,0.66,trump,c= o-f>0.63
759,andy,0.51,trump,0.32,andy,0.51,lan,c= o-f>0.63
760,andy,0.77,andy,0.44,andy,0.77,andy,c= o-f>0.63
761,andy,0.79,lan,0.84,andy,0.79,lan,c= o-f>0.63
762,b15,0.82,b15,0.95,b15,0.82,b15,c= o-f>0.63
763,zj,0.75,zj,0.98,zj,0.75,zj,c= o-f>0.63
764,b12,0.82,b12,0.89,b12,0.82,b12,c= o-f>0.63
765,b23,0.38,b11,0.87,b23,0.38,b11,o-f<0.63
766,b23,0.14,b24,0.22,b23,0.14,b24,o-f<0.63
767,b15,0.86,b15,0.85,b15,0.86,b15,c= o-f>0.63
768,b23,0.68,b17,0.39,b23,0.68,b23,c= o-f>0.63
769,andy,0.65,b27,0.42,andy,0.65,andy,c= o-f>0.63
770,b22,0.83,b22,0.97,b22,0.83,b22,c= o-f>0.63
771,b13,0.73,b13,0.93,b13,0.73,b13,c= o-f>0.63
772,b19,0.21,b19,0.42,b19,0.21,b19,o-f<0.63
773,b22,0.85,b22,0.98,b22,0.85,b22,c= o-f>0.63
774,b18,0.66,b18,0.92,b18,0.66,b18,c= o-f>0.63
775,b22,0.88,b22,0.79,b22,0.88,b22,c= o-f>0.63
776,b16,0.7,b16,0.82,b16,0.7,b16,c= o-f>0.63
777,b12,0.46,zj,0.25,b12,0.46,b12,c= o-f>0.63
