id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
407,b17,0.26,lan,0.33,lan,0.33,b17,c = f<o
408,b11,0.37,b11,0.36,b11,0.36,b11,c= o-f>0.63
409,trump,0.23,b16,0.24,b16,0.24,b15,o-f<0.63
410,lan,0.32,lan,0.44,lan,0.44,lan,c= o-f>0.63
411,zj,0.39,zj,0.42,zj,0.42,zj,c= o-f>0.63
412,b16,0.47,b16,0.47,b16,0.47,b16,c= o-f>0.63
413,b12,0.29,b12,0.2,b12,0.2,b12,o-f<0.63
414,b13,0.38,b13,0.44,b13,0.44,b13,c= o-f>0.63
415,b16,0.2,b17,0.23,b17,0.23,b17,o-f<0.63
416,zj,0.33,zj,0.32,zj,0.32,zj,c= o-f>0.63
417,zj,0.44,zj,0.46,zj,0.46,zj,c= o-f>0.63
418,zj,0.43,zj,0.38,zj,0.38,zj,c= o-f>0.63
419,b17,0.17,b17,0.33,b17,0.33,b17,c = f<o
420,b12,0.28,b12,0.4,b12,0.4,b12,c = f<o
421,b11,0.39,b11,0.44,b11,0.44,b11,c= o-f>0.63
422,b17,0.22,b17,0.4,b17,0.4,b17,c = f<o
423,trump,0.23,trump,0.35,trump,0.35,trump,c = f<o
424,b12,0.27,b16,0.19,b16,0.19,b12,o-f<0.63
425,b17,0.15,b17,0.37,b17,0.37,b17,c = f<o
426,b15,0.22,b15,0.3,b15,0.3,b15,c = f<o
427,b15,0.26,b15,0.37,b15,0.37,b15,c = f<o
428,andy,0.32,b13,0.29,b13,0.29,andy,c = f>o
429,b15,0.31,b15,0.42,b15,0.42,b15,c= o-f>0.63
430,lan,0.19,b17,0.15,b17,0.15,zj,o-f<0.63
431,b15,0.31,b15,0.25,b15,0.25,b15,c = f>o
432,b11,0.37,b17,0.28,b17,0.28,b11,c = f>o
433,b16,0.36,b17,0.27,b17,0.27,b16,c = f>o
434,b12,0.18,b17,0.28,b17,0.28,b12,o-f<0.63
435,b17,0.14,b17,0.35,b17,0.35,b17,c = f<o
436,zj,0.29,b13,0.31,b13,0.31,zj,c = f<o
437,trump,0.34,trump,0.36,trump,0.36,trump,c= o-f>0.63
438,trump,0.36,trump,0.42,trump,0.42,trump,c= o-f>0.63
439,b12,0.25,b12,0.3,b12,0.3,b12,c = f<o
440,b11,0.39,b11,0.37,b11,0.37,b11,c= o-f>0.63
441,b17,0.26,b17,0.44,b17,0.44,b17,c = f<o
442,b16,0.21,b17,0.18,b17,0.18,b15,o-f<0.63
443,b12,0.28,b12,0.41,b12,0.41,b12,c = f<o
444,zj,0.43,zj,0.22,zj,0.22,zj,c = f>o
445,trump,0.27,trump,0.35,trump,0.35,trump,c = f<o
446,b16,0.55,b16,0.51,b16,0.51,b16,c= o-f>0.63
447,trump,0.34,trump,0.31,trump,0.31,trump,c= o-f>0.63
448,b13,0.29,b13,0.18,b13,0.18,b13,o-f<0.63
449,b13,0.31,b13,0.24,b13,0.24,b13,c = f>o
450,b11,0.4,b11,0.29,b11,0.29,b11,c = f>o
451,b11,0.35,b11,0.35,b11,0.35,b11,c= o-f>0.63
452,b13,0.39,b13,0.45,b13,0.45,b13,c= o-f>0.63
453,b16,0.51,b16,0.45,b16,0.45,b16,c= o-f>0.63
454,b17,0.27,b17,0.56,b17,0.56,b17,c = f<o
455,b11,0.35,b11,0.4,b11,0.4,b11,c= o-f>0.63
456,b11,0.32,b11,0.3,b11,0.3,b11,c= o-f>0.63
457,b12,0.25,b12,0.31,b12,0.31,b12,c = f<o
458,andy,0.34,andy,0.55,andy,0.55,andy,c= o-f>0.63
459,b16,0.58,b16,0.48,b16,0.48,b16,c= o-f>0.63
460,lan,0.4,lan,0.21,lan,0.21,lan,c = f>o
461,b11,0.42,b11,0.42,b11,0.42,b11,c= o-f>0.63
462,andy,0.24,lan,0.2,lan,0.2,b13,o-f<0.63
463,trump,0.37,trump,0.38,trump,0.38,trump,c= o-f>0.63
464,b12,0.26,b12,0.32,b12,0.32,b12,c = f<o
465,b16,0.34,b16,0.15,b16,0.15,b16,c = f>o
466,b12,0.28,b12,0.32,b12,0.32,b12,c = f<o
467,b15,0.35,b15,0.41,b15,0.41,b15,c= o-f>0.63
468,b17,0.3,b17,0.52,b17,0.52,b17,c= o-f>0.63
469,b15,0.16,b17,0.3,b17,0.3,b17,c = f<o
470,b16,0.45,b16,0.28,b16,0.28,b16,c = f>o
471,zj,0.25,b15,0.29,b15,0.29,zj,o-f<0.63
472,b12,0.29,b12,0.37,b12,0.37,b12,c = f<o
473,b15,0.28,b15,0.25,b15,0.25,b15,o-f<0.63
474,andy,0.27,andy,0.4,andy,0.4,andy,c = f<o
475,b17,0.25,b17,0.43,b17,0.43,b17,c = f<o
476,b11,0.41,b11,0.43,b11,0.43,b11,c= o-f>0.63
477,b11,0.41,b11,0.37,b11,0.37,b11,c= o-f>0.63
478,zj,0.34,zj,0.27,zj,0.27,zj,c = f>o
479,b11,0.4,b11,0.42,b11,0.42,b11,c= o-f>0.63
480,zj,0.46,zj,0.48,zj,0.48,zj,c= o-f>0.63
481,b11,0.18,b17,0.28,b17,0.28,b12,o-f<0.63
482,andy,0.24,lan,0.32,lan,0.32,lan,c = f<o
483,b15,0.32,b15,0.43,b15,0.43,b15,c= o-f>0.63
484,trump,0.32,trump,0.4,trump,0.4,trump,c= o-f>0.63
485,trump,0.32,trump,0.4,trump,0.4,trump,c= o-f>0.63
486,b17,0.21,b17,0.22,b17,0.22,b17,o-f<0.63
487,b13,0.17,b13,0.26,b13,0.26,b13,o-f<0.63
488,trump,0.3,trump,0.45,trump,0.45,trump,c= o-f>0.63
489,b15,0.28,b17,0.18,b17,0.18,b15,o-f<0.63
490,b11,0.26,b11,0.3,b11,0.3,b11,c = f<o
491,b15,0.34,b15,0.24,b15,0.24,b15,c = f>o
492,lan,0.32,lan,0.32,lan,0.32,lan,c= o-f>0.63
493,lan,0.31,lan,0.34,lan,0.34,lan,c= o-f>0.63
494,zj,0.4,zj,0.34,zj,0.34,zj,c= o-f>0.63
495,trump,0.28,trump,0.4,trump,0.4,trump,c = f<o
496,zj,0.35,zj,0.48,zj,0.48,zj,c= o-f>0.63
497,andy,0.41,andy,0.28,andy,0.28,andy,c = f>o
498,b16,0.59,b16,0.51,b16,0.51,b16,c= o-f>0.63
499,b17,0.15,b17,0.3,b17,0.3,b17,c = f<o
500,andy,0.23,zj,0.25,zj,0.25,b15,o-f<0.63
501,b16,0.48,b16,0.34,b16,0.34,b16,c= o-f>0.63
502,b11,0.38,b11,0.3,b11,0.3,b11,c= o-f>0.63
503,b11,0.4,b11,0.34,b11,0.34,b11,c= o-f>0.63
504,b16,0.21,b11,0.27,b11,0.27,b11,o-f<0.63
505,andy,0.3,lan,0.17,lan,0.17,andy,c = f>o
506,b11,0.36,b16,0.24,b16,0.24,b11,c = f>o
507,b13,0.35,b13,0.41,b13,0.41,b13,c= o-f>0.63
508,trump,0.31,trump,0.38,trump,0.38,trump,c= o-f>0.63
509,b17,0.3,b17,0.45,b17,0.45,b17,c= o-f>0.63
510,b12,0.29,b12,0.31,b12,0.31,b12,c = f<o
511,zj,0.45,b15,0.23,b15,0.23,zj,c = f>o
512,b13,0.36,b13,0.45,b13,0.45,b13,c= o-f>0.63
513,b11,0.4,b11,0.41,b11,0.41,b11,c= o-f>0.63
514,andy,0.35,lan,0.27,lan,0.27,andy,c = f>o
515,b16,0.48,b16,0.44,b16,0.44,b16,c= o-f>0.63
516,b11,0.42,b11,0.35,b11,0.35,b11,c= o-f>0.63
517,b12,0.32,b12,0.33,b12,0.33,b12,c= o-f>0.63
518,b15,0.26,lan,0.18,lan,0.18,b15,o-f<0.63
519,b17,0.22,b17,0.45,b17,0.45,b17,c = f<o
520,b16,0.5,b16,0.44,b16,0.44,b16,c= o-f>0.63
521,andy,0.33,andy,0.27,andy,0.27,andy,c = f>o
522,b11,0.37,b17,0.28,b17,0.28,b11,c = f>o
523,zj,0.33,zj,0.42,zj,0.42,zj,c= o-f>0.63
524,b16,0.58,b16,0.48,b16,0.48,b16,c= o-f>0.63
525,b13,0.28,b13,0.49,b13,0.49,b13,c = f<o
526,b17,0.19,b17,0.34,b17,0.34,b17,c = f<o
527,b15,0.36,b15,0.42,b15,0.42,b15,c= o-f>0.63
528,b12,0.23,b12,0.29,b12,0.29,b12,o-f<0.63
529,andy,0.19,b13,0.18,b13,0.18,b15,o-f<0.63
530,b15,0.12,b13,0.27,b13,0.27,b13,o-f<0.63
531,b11,0.37,b11,0.29,b11,0.29,b11,c = f>o
532,b13,0.34,b13,0.44,b13,0.44,b13,c= o-f>0.63
533,b12,0.16,b17,0.26,b17,0.26,b17,o-f<0.63
534,trump,0.42,trump,0.37,trump,0.37,trump,c= o-f>0.63
535,b17,0.17,b17,0.22,b17,0.22,b17,o-f<0.63
536,b13,0.29,b13,0.4,b13,0.4,b13,c = f<o
537,b17,0.3,b17,0.48,b17,0.48,b17,c= o-f>0.63
538,b17,0.29,b17,0.46,b17,0.46,b17,c = f<o
539,trump,0.41,trump,0.49,trump,0.49,trump,c= o-f>0.63
540,zj,0.45,zj,0.44,zj,0.44,zj,c= o-f>0.63
541,trump,0.32,trump,0.39,trump,0.39,trump,c= o-f>0.63
542,b16,0.45,b16,0.49,b16,0.49,b16,c= o-f>0.63
543,b11,0.27,b17,0.27,b17,0.27,b11,o-f<0.63
544,andy,0.41,andy,0.55,andy,0.55,andy,c= o-f>0.63
545,b11,0.31,b11,0.3,b11,0.3,b11,c= o-f>0.63
546,b16,0.58,b16,0.53,b16,0.53,b16,c= o-f>0.63
547,trump,0.36,trump,0.41,trump,0.41,trump,c= o-f>0.63
548,trump,0.36,trump,0.28,trump,0.28,trump,c = f>o
549,trump,0.33,trump,0.45,trump,0.45,trump,c= o-f>0.63
550,trump,0.33,trump,0.43,trump,0.43,trump,c= o-f>0.63
551,zj,0.46,b15,0.18,b15,0.18,zj,c = f>o
552,b16,0.41,b11,0.19,b11,0.19,b16,c = f>o
553,b16,0.27,trump,0.33,trump,0.33,trump,c = f<o
554,andy,0.43,zj,0.27,zj,0.27,andy,c = f>o
555,andy,0.17,b11,0.23,b11,0.23,b15,o-f<0.63
556,trump,0.25,trump,0.26,trump,0.26,trump,o-f<0.63
557,b17,0.24,b17,0.57,b17,0.57,b17,c = f<o
558,b15,0.26,b15,0.36,b15,0.36,b15,c = f<o
559,b16,0.18,lan,0.19,lan,0.19,trump,o-f<0.63
560,b13,0.25,b13,0.33,b13,0.33,b13,c = f<o
561,andy,0.16,trump,0.19,trump,0.19,b15,o-f<0.63
562,zj,0.47,zj,0.4,zj,0.4,zj,c= o-f>0.63
563,b12,0.31,b12,0.39,b12,0.39,b12,c= o-f>0.63
564,b12,0.21,b16,0.25,b16,0.25,b12,o-f<0.63
565,b15,0.35,b15,0.37,b15,0.37,b15,c= o-f>0.63
566,b16,0.57,b16,0.5,b16,0.5,b16,c= o-f>0.63
567,b15,0.31,b15,0.37,b15,0.37,b15,c= o-f>0.63
568,b13,0.39,b13,0.46,b13,0.46,b13,c= o-f>0.63
569,b16,0.54,b16,0.51,b16,0.51,b16,c= o-f>0.63
570,b15,0.15,b15,0.13,b15,0.13,b17,o-f<0.63
571,lan,0.19,b16,0.21,b16,0.21,lan,o-f<0.63
572,b16,0.57,b16,0.44,b16,0.44,b16,c= o-f>0.63
573,b16,0.49,b16,0.2,b16,0.2,b16,c = f>o
574,trump,0.24,trump,0.4,trump,0.4,trump,c = f<o
575,trump,0.28,trump,0.35,trump,0.35,trump,c = f<o
576,b13,0.24,b13,0.37,b13,0.37,b13,c = f<o
577,zj,0.35,zj,0.35,zj,0.35,zj,c= o-f>0.63
578,b15,0.35,b15,0.44,b15,0.44,b15,c= o-f>0.63
579,zj,0.4,zj,0.27,zj,0.27,zj,c = f>o
580,trump,0.39,trump,0.45,trump,0.45,trump,c= o-f>0.63
581,lan,0.26,lan,0.29,lan,0.29,lan,o-f<0.63
582,b13,0.18,b16,0.24,b16,0.24,b13,o-f<0.63
583,trump,0.3,trump,0.37,trump,0.37,trump,c= o-f>0.63
584,b11,0.37,b11,0.31,b11,0.31,b11,c= o-f>0.63
585,trump,0.31,trump,0.27,trump,0.27,trump,c = f>o
586,b13,0.4,b13,0.45,b13,0.45,b13,c= o-f>0.63
587,b16,0.18,b17,0.18,b17,0.18,lan,o-f<0.63
588,andy,0.38,andy,0.37,andy,0.37,andy,c= o-f>0.63
589,b12,0.23,b12,0.23,b12,0.23,b12,o-f<0.63
590,andy,0.24,lan,0.42,lan,0.42,lan,c = f<o
591,b12,0.25,b12,0.3,b12,0.3,b12,c = f<o
592,b16,0.38,b17,0.19,b17,0.19,b16,c = f>o
593,b17,0.27,b17,0.34,b17,0.34,b17,c = f<o
594,b12,0.22,b12,0.29,b12,0.29,b12,o-f<0.63
595,trump,0.36,trump,0.44,trump,0.44,trump,c= o-f>0.63
596,b16,0.19,b17,0.18,b17,0.18,b12,o-f<0.63
597,b12,0.25,b15,0.24,b15,0.24,b12,o-f<0.63
598,b16,0.58,b16,0.44,b16,0.44,b16,c= o-f>0.63
599,b16,0.54,b16,0.5,b16,0.5,b16,c= o-f>0.63
600,trump,0.37,b16,0.22,b16,0.22,trump,c = f>o
601,lan,0.21,zj,0.25,zj,0.25,zj,o-f<0.63
602,b12,0.32,b12,0.37,b12,0.37,b12,c= o-f>0.63
603,b16,0.18,b17,0.31,b17,0.31,b17,c = f<o
604,b11,0.29,b17,0.3,b17,0.3,b11,c = f<o
605,b13,0.4,andy,0.35,andy,0.35,b13,c not= o-f>0.63
606,lan,0.26,b17,0.31,b17,0.31,lan,c = f<o
607,lan,0.32,lan,0.3,lan,0.3,lan,c= o-f>0.63
608,b17,0.21,b17,0.32,b17,0.32,b17,c = f<o
609,b16,0.18,trump,0.27,trump,0.27,trump,o-f<0.63
610,zj,0.4,zj,0.24,zj,0.24,zj,c = f>o
611,trump,0.28,trump,0.41,trump,0.41,trump,c = f<o
612,b16,0.25,b17,0.37,b17,0.37,b12,c = f<o
613,b16,0.36,b16,0.24,b16,0.24,b16,c = f>o
614,b16,0.47,b16,0.36,b16,0.36,b16,c= o-f>0.63
615,b11,0.27,b17,0.33,b17,0.33,b11,c = f<o
616,trump,0.29,trump,0.42,trump,0.42,trump,c = f<o
617,andy,0.46,andy,0.49,andy,0.49,andy,c= o-f>0.63
618,b13,0.27,b13,0.27,b13,0.27,b13,o-f<0.63
619,b13,0.39,b13,0.49,b13,0.49,b13,c= o-f>0.63
620,b13,0.33,b13,0.47,b13,0.47,b13,c= o-f>0.63
621,b12,0.22,b16,0.21,b16,0.21,b12,o-f<0.63
622,b15,0.17,b15,0.2,b15,0.2,b15,o-f<0.63
623,b16,0.4,b16,0.15,b16,0.15,b16,c = f>o
624,b16,0.56,b16,0.32,b16,0.32,b16,c= o-f>0.63
625,b16,0.18,b17,0.2,b17,0.2,b16,o-f<0.63
626,lan,0.26,lan,0.33,lan,0.33,lan,c = f<o
627,b12,0.3,b12,0.38,b12,0.38,b12,c= o-f>0.63
628,b15,0.38,b15,0.47,b15,0.47,b15,c= o-f>0.63
629,b16,0.2,b16,0.25,b16,0.25,b15,o-f<0.63
630,b17,0.32,b17,0.52,b17,0.52,b17,c= o-f>0.63
631,b16,0.46,b17,0.21,b17,0.21,b16,c = f>o
632,andy,0.18,b15,0.25,b15,0.25,b15,o-f<0.63
633,andy,0.33,andy,0.28,andy,0.28,andy,c = f>o
634,lan,0.29,lan,0.49,lan,0.49,lan,c = f<o
635,trump,0.37,trump,0.42,trump,0.42,trump,c= o-f>0.63
636,b11,0.31,b11,0.25,b11,0.25,b11,c = f>o
637,trump,0.38,trump,0.23,trump,0.23,trump,c = f>o
638,andy,0.19,zj,0.2,zj,0.2,andy,o-f<0.63
639,zj,0.44,zj,0.45,zj,0.45,zj,c= o-f>0.63
640,lan,0.28,lan,0.39,lan,0.39,lan,c = f<o
641,b12,0.29,b12,0.25,b12,0.25,b12,o-f<0.63
642,b16,0.43,b16,0.35,b16,0.35,b16,c= o-f>0.63
643,b15,0.3,b15,0.25,b15,0.25,b15,c = f>o
644,b16,0.47,b16,0.41,b16,0.41,b16,c= o-f>0.63
645,andy,0.45,lan,0.29,lan,0.29,andy,c = f>o
646,b17,0.26,b17,0.52,b17,0.52,b17,c = f<o
647,andy,0.24,andy,0.36,andy,0.36,lan,c = f<o
648,b15,0.23,b15,0.29,b15,0.29,b15,o-f<0.63
649,b11,0.35,b11,0.34,b11,0.34,b11,c= o-f>0.63
650,b13,0.41,b13,0.46,b13,0.46,b13,c= o-f>0.63
651,b16,0.57,b16,0.44,b16,0.44,b16,c= o-f>0.63
652,zj,0.23,zj,0.25,zj,0.25,zj,o-f<0.63
653,zj,0.34,zj,0.24,zj,0.24,zj,c = f>o
654,b16,0.15,b17,0.18,b17,0.18,b12,o-f<0.63
655,trump,0.29,trump,0.43,trump,0.43,trump,c = f<o
656,trump,0.41,trump,0.4,trump,0.4,trump,c= o-f>0.63
657,andy,0.38,b16,0.17,b16,0.17,andy,c = f>o
658,b17,0.23,b17,0.5,b17,0.5,b17,c = f<o
659,trump,0.31,trump,0.33,trump,0.33,trump,c= o-f>0.63
660,b17,0.27,b17,0.55,b17,0.55,b17,c = f<o
661,andy,0.44,andy,0.63,andy,0.63,andy,c= o-f>0.63
662,b16,0.51,b16,0.36,b16,0.36,b16,c= o-f>0.63
663,b11,0.32,b11,0.32,b11,0.32,b11,c= o-f>0.63
664,b17,0.33,b17,0.57,b17,0.57,b17,c= o-f>0.63
665,b15,0.25,b15,0.25,b15,0.25,b15,o-f<0.63
666,b16,0.34,b16,0.24,b16,0.24,b16,c = f>o
667,b12,0.34,b12,0.37,b12,0.37,b12,c= o-f>0.63
668,b13,0.15,b13,0.26,b13,0.26,b13,o-f<0.63
669,trump,0.31,trump,0.42,trump,0.42,trump,c= o-f>0.63
670,b12,0.36,b12,0.39,b12,0.39,b12,c= o-f>0.63
671,b16,0.15,b16,0.23,b16,0.23,b13,o-f<0.63
672,trump,0.38,trump,0.42,trump,0.42,trump,c= o-f>0.63
673,zj,0.28,zj,0.48,zj,0.48,zj,c = f<o
674,b13,0.22,b13,0.27,b13,0.27,b13,o-f<0.63
675,lan,0.39,lan,0.39,lan,0.39,lan,c= o-f>0.63
676,andy,0.31,b15,0.26,b15,0.26,andy,c = f>o
677,trump,0.38,trump,0.28,trump,0.28,trump,c = f>o
678,zj,0.47,zj,0.41,zj,0.41,zj,c= o-f>0.63
679,b17,0.24,b17,0.39,b17,0.39,b17,c = f<o
680,lan,0.3,lan,0.51,lan,0.51,lan,c= o-f>0.63
681,b15,0.32,b16,0.39,b16,0.39,b15,c not= o-f>0.63
682,b15,0.38,b15,0.27,b15,0.27,b15,c = f>o
683,b17,0.26,b17,0.4,b17,0.4,b17,c = f<o
684,b12,0.3,b12,0.19,b12,0.19,b12,c = f>o
685,b15,0.22,b17,0.23,b17,0.23,b15,o-f<0.63
686,b17,0.35,b17,0.58,b17,0.58,b17,c= o-f>0.63
687,andy,0.17,b16,0.27,b16,0.27,b15,o-f<0.63
688,b15,0.29,b15,0.44,b15,0.44,b15,c = f<o
689,b13,0.4,zj,0.19,zj,0.19,b13,c = f>o
690,b11,0.31,b11,0.34,b11,0.34,b11,c= o-f>0.63
691,b15,0.36,b15,0.43,b15,0.43,b15,c= o-f>0.63
692,lan,0.16,b13,0.19,b13,0.19,b13,o-f<0.63
693,lan,0.35,lan,0.31,lan,0.31,lan,c= o-f>0.63
694,trump,0.32,trump,0.41,trump,0.41,trump,c= o-f>0.63
695,b16,0.52,b16,0.36,b16,0.36,b16,c= o-f>0.63
696,zj,0.47,zj,0.47,zj,0.47,zj,c= o-f>0.63
697,b11,0.38,b11,0.22,b11,0.22,b11,c = f>o
698,andy,0.16,b17,0.29,b17,0.29,b12,o-f<0.63
699,b16,0.15,b13,0.2,b13,0.2,b13,o-f<0.63
700,trump,0.34,trump,0.32,trump,0.32,trump,c= o-f>0.63
701,b16,0.3,b16,0.23,b16,0.23,b11,c = f>o
702,lan,0.35,lan,0.38,lan,0.38,lan,c= o-f>0.63
703,b17,0.17,b17,0.34,b17,0.34,b17,c = f<o
704,b15,0.3,b15,0.35,b15,0.35,b15,c= o-f>0.63
705,b11,0.17,b17,0.23,b17,0.23,b17,o-f<0.63
706,b16,0.44,zj,0.18,zj,0.18,b16,c = f>o
707,b15,0.25,b16,0.23,b16,0.23,b15,o-f<0.63
708,trump,0.36,trump,0.21,trump,0.21,trump,c = f>o
709,b11,0.39,b11,0.35,b11,0.35,b11,c= o-f>0.63
710,trump,0.29,trump,0.38,trump,0.38,trump,c = f<o
711,b13,0.39,b13,0.48,b13,0.48,b13,c= o-f>0.63
712,b13,0.33,b13,0.41,b13,0.41,b13,c= o-f>0.63
713,lan,0.39,lan,0.41,lan,0.41,lan,c= o-f>0.63
714,b15,0.31,b15,0.31,b15,0.31,b15,c= o-f>0.63
715,b15,0.25,b15,0.25,b15,0.25,b15,o-f<0.63
716,b16,0.23,b12,0.22,b12,0.22,b12,o-f<0.63
717,b16,0.55,b16,0.47,b16,0.47,b16,c= o-f>0.63
718,b17,0.31,b17,0.52,b17,0.52,b17,c= o-f>0.63
719,trump,0.29,trump,0.36,trump,0.36,trump,c = f<o
720,b15,0.25,b15,0.25,b15,0.25,b15,o-f<0.63
721,lan,0.36,lan,0.47,lan,0.47,lan,c= o-f>0.63
722,andy,0.4,andy,0.62,andy,0.62,andy,c= o-f>0.63
723,lan,0.33,lan,0.34,lan,0.34,lan,c= o-f>0.63
724,b16,0.45,b16,0.43,b16,0.43,b16,c= o-f>0.63
725,zj,0.41,zj,0.38,zj,0.38,zj,c= o-f>0.63
726,b16,0.43,b16,0.3,b16,0.3,b16,c= o-f>0.63
727,b17,0.18,b12,0.17,b12,0.17,b17,o-f<0.63
728,andy,0.26,lan,0.23,lan,0.23,andy,o-f<0.63
729,trump,0.34,trump,0.21,trump,0.21,trump,c = f>o
730,trump,0.35,trump,0.38,trump,0.38,trump,c= o-f>0.63
731,b13,0.31,lan,0.17,lan,0.17,b13,c = f>o
732,b11,0.41,b11,0.36,b11,0.36,b11,c= o-f>0.63
733,b17,0.2,b17,0.55,b17,0.55,b17,c = f<o
734,b15,0.37,b15,0.45,b15,0.45,b15,c= o-f>0.63
735,trump,0.36,trump,0.47,trump,0.47,trump,c= o-f>0.63
736,b17,0.32,b17,0.47,b17,0.47,b17,c= o-f>0.63
737,b12,0.35,b12,0.31,b12,0.31,b12,c= o-f>0.63
738,b12,0.25,b17,0.27,b17,0.27,b12,o-f<0.63
739,b15,0.3,b16,0.29,b16,0.29,b15,c = f>o
740,b11,0.43,b11,0.4,b11,0.4,b11,c= o-f>0.63
741,b16,0.56,b16,0.51,b16,0.51,b16,c= o-f>0.63
742,b16,0.25,b16,0.2,b16,0.2,b12,o-f<0.63
743,andy,0.4,andy,0.49,andy,0.49,andy,c= o-f>0.63
744,trump,0.35,trump,0.44,trump,0.44,trump,c= o-f>0.63
745,b12,0.19,b17,0.27,b17,0.27,b12,o-f<0.63
746,zj,0.41,zj,0.29,zj,0.29,zj,c = f>o
747,b11,0.42,b11,0.43,b11,0.43,b11,c= o-f>0.63
748,b15,0.34,b15,0.39,b15,0.39,b15,c= o-f>0.63
749,b16,0.17,b17,0.32,b17,0.32,b17,c = f<o
750,b11,0.18,b15,0.21,b15,0.21,b15,o-f<0.63
751,trump,0.39,trump,0.45,trump,0.45,trump,c= o-f>0.63
752,lan,0.37,lan,0.52,lan,0.52,lan,c= o-f>0.63
753,andy,0.33,andy,0.32,andy,0.32,andy,c= o-f>0.63
754,b15,0.3,b15,0.45,b15,0.45,b15,c= o-f>0.63
755,b16,0.57,b16,0.44,b16,0.44,b16,c= o-f>0.63
756,trump,0.35,trump,0.49,trump,0.49,trump,c= o-f>0.63
757,b16,0.49,b16,0.36,b16,0.36,b16,c= o-f>0.63
758,b17,0.17,b17,0.42,b17,0.42,b17,c = f<o
759,andy,0.18,b12,0.17,b12,0.17,b13,o-f<0.63
760,b11,0.27,b16,0.18,b16,0.18,b11,o-f<0.63
761,zj,0.42,zj,0.33,zj,0.33,zj,c= o-f>0.63
762,trump,0.28,b15,0.17,b15,0.17,trump,o-f<0.63
763,b17,0.33,b17,0.47,b17,0.47,b17,c= o-f>0.63
764,andy,0.41,b13,0.23,b13,0.23,andy,c = f>o
765,b13,0.37,b13,0.48,b13,0.48,b13,c= o-f>0.63
766,trump,0.19,trump,0.33,trump,0.33,trump,c = f<o
767,b11,0.36,b11,0.36,b11,0.36,b11,c= o-f>0.63
768,b13,0.39,b13,0.49,b13,0.49,b13,c= o-f>0.63
769,b12,0.34,b12,0.37,b12,0.37,b12,c= o-f>0.63
770,lan,0.38,lan,0.38,lan,0.38,lan,c= o-f>0.63
771,b16,0.56,b16,0.52,b16,0.52,b16,c= o-f>0.63
772,b17,0.23,b17,0.57,b17,0.57,b17,c = f<o
773,b13,0.28,b13,0.33,b13,0.33,b13,c = f<o
774,b15,0.37,b15,0.4,b15,0.4,b15,c= o-f>0.63
775,trump,0.39,trump,0.49,trump,0.49,trump,c= o-f>0.63
776,zj,0.36,zj,0.26,zj,0.26,zj,c = f>o
777,trump,0.26,andy,0.23,andy,0.23,trump,o-f<0.63
778,b15,0.28,b16,0.19,b16,0.19,b15,o-f<0.63
779,b15,0.37,b15,0.43,b15,0.43,b15,c= o-f>0.63
780,lan,0.29,lan,0.51,lan,0.51,lan,c = f<o
781,b13,0.35,b13,0.48,b13,0.48,b13,c= o-f>0.63
782,b11,0.29,b17,0.31,b17,0.31,b11,c = f<o
783,andy,0.26,andy,0.41,andy,0.41,lan,c = f<o
784,b16,0.42,b16,0.28,b16,0.28,b16,c = f>o
785,b15,0.25,b16,0.2,b16,0.2,b15,o-f<0.63
786,b15,0.32,b15,0.29,b15,0.29,b15,c = f>o
787,zj,0.4,zj,0.51,zj,0.51,zj,c= o-f>0.63
788,andy,0.28,andy,0.32,andy,0.32,andy,c = f<o
789,andy,0.37,b16,0.23,b16,0.23,andy,c = f>o
790,b12,0.31,b17,0.25,b17,0.25,b12,c = f>o
791,b16,0.31,b16,0.16,b16,0.16,b16,c = f>o
792,b16,0.37,b16,0.42,b16,0.42,b16,c= o-f>0.63
793,b16,0.47,b16,0.27,b16,0.27,b16,c = f>o
794,zj,0.3,zj,0.48,zj,0.48,zj,c= o-f>0.63
795,zj,0.37,zj,0.28,zj,0.28,zj,c = f>o
796,b15,0.37,b15,0.36,b15,0.36,b15,c= o-f>0.63
797,b16,0.58,b16,0.47,b16,0.47,b16,c= o-f>0.63
798,b16,0.56,b16,0.52,b16,0.52,b16,c= o-f>0.63
799,lan,0.37,lan,0.46,lan,0.46,lan,c= o-f>0.63
800,b12,0.34,b12,0.35,b12,0.35,b12,c= o-f>0.63
801,trump,0.31,trump,0.26,trump,0.26,trump,c = f>o
802,b16,0.52,b16,0.31,b16,0.31,b16,c= o-f>0.63
803,b17,0.29,b17,0.45,b17,0.45,b17,c = f<o
804,b17,0.21,b17,0.25,b17,0.25,b17,o-f<0.63
805,b13,0.37,b13,0.45,b13,0.45,b13,c= o-f>0.63
806,andy,0.22,lan,0.33,lan,0.33,lan,c = f<o
807,b11,0.36,b11,0.28,b11,0.28,b11,c = f>o
808,b16,0.18,b17,0.31,b17,0.31,b12,c = f<o
809,b16,0.16,trump,0.32,trump,0.32,trump,c = f<o
810,b11,0.39,b11,0.42,b11,0.42,b11,c= o-f>0.63
811,b13,0.33,b13,0.18,b13,0.18,b13,c = f>o
812,andy,0.41,andy,0.24,andy,0.24,andy,c = f>o
813,trump,0.27,trump,0.23,trump,0.23,trump,o-f<0.63
